날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
,18:30,삼성vs롯데,,,SPO-2T,,사직,우천취소
,18:30,두산vsKIA,,,MS-T,,광주,우천취소
,18:30,SSGvs한화,,,KN-T,,대전,우천취소
,18:30,키움vsNC,,,SPO-T,,울산,우천취소
05.17(토),14:00,KT12vs4LG,리뷰,하이라이트,S-T,,잠실,-
,14:00,삼성5vs7롯데,리뷰,하이라이트,K-2T,,사직,-
,14:00,두산2vs5KIA,리뷰,하이라이트,SPO-2T,,광주,-
,14:00,SSG0vs1한화,리뷰,하이라이트,KN-T,,대전,-
,14:00,키움2vs3NC,리뷰,하이라이트,SS-T,,울산,-
,17:00,KT7vs6LG,리뷰,하이라이트,SPO-T,,잠실,-
,17:00,삼성7vs8롯데,리뷰,하이라이트,MS-T,,사직,-
,17:00,두산1vs4KIA,리뷰,하이라이트,SPO-2T,,광주,-
,17:00,SSG5vs2한화,리뷰,하이라이트,KN-T,,대전,-
,17:00,키움3vs2NC,리뷰,하이라이트,SS-T,,울산,-
05.18(일),14:00,KT1vs5LG,리뷰,하이라이트,SS-T,,잠실,-
,14:00,삼성3vs6롯데,리뷰,하이라이트,SPO-2T,,사직,-
,14:00,두산4vs5KIA,리뷰,하이라이트,MS-T,,광주,-
,14:00,SSG7vs3한화,리뷰,하이라이트,KN-T,,대전,-
,14:00,키움0vs5NC,리뷰,하이라이트,SPO-T,,울산,-
05.20(화),18:30,SSG5vs3두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,LG17vs9롯데,리뷰,하이라이트,SPO-T,,사직,-
,18:30,KIA3vs5KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,삼성6vs3키움,리뷰,하이라이트,MS-T,,고척,-
,18:30,한화4vs1NC,리뷰,하이라이트,KN-T,,울산,-
05.21(수),18:30,SSG9vs1두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,LG7vs7롯데,리뷰,하이라이트,SPO-T,,사직,-
,18:30,KIA1vs3KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,삼성6vs1키움,리뷰,하이라이트,MS-T,,고척,-
,18:30,한화2vs5NC,리뷰,하이라이트,KN-T,,울산,-
05.22(목),18:30,SSG5vs6두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,LG4vs11롯데,리뷰,하이라이트,SPO-T,,사직,-
,18:30,KIA8vs3KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,삼성2vs0키움,리뷰,하이라이트,MS-T,,고척,-
,18:30,한화3vs4NC,리뷰,하이라이트,KN-T,,울산,-
05.23(금),18:30,NC1vs1두산,리뷰,하이라이트,SPO-2T,,잠실,-
,18:30,LG3vs2SSG,리뷰,하이라이트,SPO-T,,문학,-
,18:30,KIA7vs6삼성,리뷰,하이라이트,KN-T,,대구,-
,18:30,KT7vs5키움,리뷰,하이라이트,MS-T,,고척,-
,18:30,롯데2vs4한화,리뷰,하이라이트,SS-T,,대전,-
05.24(토),14:00,KT10vs4키움,리뷰,하이라이트,S-T,,고척,-
,14:00,롯데8vs6한화,리뷰,하이라이트,K-2T,,대전,-
,17:00,NC5vs1두산,리뷰,하이라이트,SPO-2T,,잠실,-
,,,,,MS-T,,,
